type,startTime,sportTime(s),maxPace(/meter),minPace(/meter),distance(m),avgPace(/meter),calories(kcal)
1,2021-10-30 11:55:44+0000,1510,1.479289889335632,0.2046245038509369,5061.0,0.298162430524826,310.0
16,2021-10-29 09:58:46+0000,1550,0.0,1.800000071525574,0.0,0.0,156.0
49,2021-10-29 06:37:33+0000,1179,0.0,1.800000071525574,0.0,0.0,107.0
16,2021-10-27 12:43:54+0000,5696,0.0,1.800000071525574,0.0,0.0,360.0
16,2021-10-26 12:08:11+0000,906,0.0,1.800000071525574,0.0,0.0,84.0
16,2021-10-25 06:50:17+0000,1335,0.0,1.800000071525574,0.0,0.0,128.0
49,2021-10-25 05:57:01+0000,1749,0.0,1.800000071525574,0.0,0.0,288.0
16,2021-10-22 11:25:18+0000,690,0.0,1.800000071525574,0.0,0.0,65.0
10,2021-10-22 10:17:56+0000,1996,0.0,1.800000071525574,0.0,0.0,127.0
49,2021-10-21 06:18:53+0000,1722,0.0,1.800000071525574,0.0,0.0,295.0
23,2021-10-20 12:37:55+0000,200,0.0,1.800000071525574,0.0,0.0,8.0
16,2021-10-18 11:05:15+0000,1585,0.0,1.800000071525574,0.0,0.0,183.0
8,2021-10-18 10:10:28+0000,1432,300.0,0.3007515966892242,3370.0,0.4239999949932098,272.0
8,2021-10-17 11:09:53+0000,775,326.0,0.326357364654541,2180.0,0.3549999892711639,151.0
49,2021-10-16 17:16:39+0000,1882,0.0,1.800000071525574,0.0,0.0,318.0
16,2021-10-15 11:57:23+0000,899,0.0,1.800000071525574,0.0,0.0,76.0
16,2021-10-14 05:49:15+0000,1873,0.0,1.800000071525574,0.0,0.0,113.0
16,2021-10-13 10:44:12+0000,1834,0.0,1.800000071525574,0.0,0.0,219.0
23,2021-10-13 09:17:07+0000,1982,0.0,1.800000071525574,0.0,0.0,421.0
16,2021-10-11 19:12:37+0000,12,0.0,1.800000071525574,0.0,0.0,1.0
16,2021-10-11 06:34:21+0000,1319,0.0,1.800000071525574,0.0,0.0,97.0
45,2021-10-11 05:45:34+0000,2107,0.0,1.800000071525574,0.0,0.0,434.0
16,2021-10-10 12:31:50+0000,1391,0.0,1.800000071525574,0.0,0.0,120.0
23,2021-10-10 11:59:37+0000,1514,0.0,1.800000071525574,0.0,0.0,216.0
16,2021-10-08 06:26:06+0000,1165,0.0,1.800000071525574,0.0,0.0,123.0
10,2021-10-08 05:39:30+0000,2012,0.0,1.800000071525574,0.0,0.0,407.0
16,2021-10-06 10:41:39+0000,4028,0.0,1.800000071525574,0.0,0.0,355.0
49,2021-10-05 06:32:16+0000,1673,0.0,1.800000071525574,0.0,0.0,294.0
10,2021-10-03 15:50:23+0000,1296,0.0,1.800000071525574,0.0,0.0,111.0
16,2021-10-01 12:15:28+0000,3461,0.0,1.800000071525574,0.0,0.0,369.0
10,2021-09-30 06:12:41+0000,1250,0.0,1.800000071525574,0.0,0.0,175.0
16,2021-09-29 10:25:23+0000,3128,0.0,1.800000071525574,0.0,0.0,264.0
16,2021-09-28 11:35:13+0000,884,0.0,1.800000071525574,0.0,0.0,105.0
6,2021-09-28 11:16:08+0000,268,606.0,0.6066938042640686,261.0,1.023000001907349,38.0
8,2021-09-28 10:41:21+0000,1939,301.0,0.3018405735492706,5400.0,0.3589999973773956,427.0
16,2021-09-27 10:32:34+0000,3180,0.0,1.800000071525574,0.0,0.0,215.0
16,2021-09-26 09:27:10+0000,3051,0.0,1.800000071525574,0.0,0.0,528.0
16,2021-09-25 09:28:17+0000,2416,0.0,1.800000071525574,0.0,0.0,253.0
50,2021-09-24 11:47:31+0000,1726,0.0,1.800000071525574,0.0,0.0,81.0
16,2021-09-23 05:34:07+0000,3843,0.0,1.800000071525574,0.0,0.0,614.0
16,2021-09-22 11:13:21+0000,1631,0.0,1.800000071525574,0.0,0.0,311.0
16,2021-09-20 08:40:08+0000,4563,0.0,1.800000071525574,0.0,0.0,677.0
